_id,PID,CM_ID,GIS_ID,ST_NUM,ST_NAME,UNIT_NUM,CITY,ZIP_CODE,BLDG_SEQ,NUM_BLDGS,LUC,LU,LU_DESC,BLDG_TYPE,OWN_OCC,OWNER,MAIL_ADDRESSEE,MAIL_STREET_ADDRESS,MAIL_CITY,MAIL_STATE,MAIL_ZIP_CODE,RES_FLOOR,CD_FLOOR,RES_UNITS,COM_UNITS,RC_UNITS,LAND_SF,GROSS_AREA,LIVING_AREA,LAND_VALUE,BLDG_VALUE,SFYI_VALUE,TOTAL_VALUE,GROSS_TAX,YR_BUILT,YR_REMODEL,STRUCTURE_CLASS,ROOF_STRUCTURE,ROOF_COVER,INT_WALL,EXT_FNISHED,INT_COND,EXT_COND,OVERALL_COND,BED_RMS,FULL_BTH,HLF_BTH,KITCHENS,TT_RMS,BDRM_COND,BTHRM_STYLE1,BTHRM_STYLE2,BTHRM_STYLE3,KITCHEN_TYPE,KITCHEN_STYLE1,KITCHEN_STYLE2,KITCHEN_STYLE3,HEAT_TYPE,HEAT_SYSTEM,AC_TYPE,FIREPLACES,ORIENTATION,NUM_PARKING,PROP_VIEW,CORNER_UNIT
30241,0304906120,0304906000,0304906000,47,LAGRANGE ST,8C ( 803 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,8,,,,512,512,512,0,"731,200",0,"731,200","$7,970.08 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,1,1,0,1,3,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,F - Front/Street,0,A - Average,N - No
30243,0304906124,0304906000,0304906000,47,LAGRANGE ST,8E ( 805 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,8,,,,456,456,456,0,"587,300",0,"587,300","$6,401.57 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,0,1,0,1,2,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,M - Middle,0,A - Average,N - No
30245,0304906128,0304906000,0304906000,47,LAGRANGE ST,8G ( 807 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,8,,,,654,654,654,0,"773,500",0,"773,500","$8,431.15 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,1,1,0,1,3,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,A - Rear Above,0,A - Average,Y - Yes
30246,0304906130,0304906000,0304906000,47,LAGRANGE ST,8H ( 808 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,8,,,,585,585,585,0,"719,800",0,"719,800","$7,845.82 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,1,1,0,1,3,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,A - Rear Above,0,A - Average,N - No
30247,0304906132,0304906000,0304906000,47,LAGRANGE ST,8I ( 809 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,8,,,,602,602,602,0,"732,100",0,"732,100","$7,979.89 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,1,1,0,1,3,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,A - Rear Above,0,A - Average,N - No
30248,0304906134,0304906000,0304906000,47,LAGRANGE ST,8J ( 810 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,8,,,,578,578,578,0,"753,800",0,"753,800","$8,216.42 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,0,1,0,1,2,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,A - Rear Above,0,A - Average,Y - Yes
30249,0304906136,0304906000,0304906000,47,LAGRANGE ST,9A ( 901 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,9,,,,537,537,537,0,"719,300",0,"719,300","$7,840.37 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,0,1,0,1,2,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,F - Front/Street,0,A - Average,Y - Yes
30250,0304906138,0304906000,0304906000,47,LAGRANGE ST,9B ( 902 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,9,,,,570,570,570,0,"778,200",0,"778,200","$8,482.38 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,1,1,0,1,3,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,F - Front/Street,0,A - Average,N - No
30251,0304906140,0304906000,0304906000,47,LAGRANGE ST,9C ( 903 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,9,,,,512,512,512,0,"732,100",0,"732,100","$7,979.89 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,1,1,0,1,3,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,F - Front/Street,0,A - Average,N - No
30252,0304906142,0304906000,0304906000,47,LAGRANGE ST,9D ( 904 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,9,,,,"1,043",1043,1043,0,"1,259,700",0,"1,259,700","$13,730.73 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,2,2,0,1,4,,M - Modern,M - Modern,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,F - Front/Street,0,A - Average,Y - Yes
30253,0304906144,0304906000,0304906000,47,LAGRANGE ST,9E ( 905 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,9,,,,456,456,456,0,"646,900",0,"646,900","$7,051.21 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,0,1,0,1,2,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,M - Middle,0,A - Average,N - No
30254,0304906146,0304906000,0304906000,47,LAGRANGE ST,9F ( 906 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,9,,,,455,455,455,0,"646,100",0,"646,100","$7,042.49 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,0,1,0,1,2,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,M - Middle,0,A - Average,N - No
30255,0304906148,0304906000,0304906000,47,LAGRANGE ST,9G ( 907 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,9,,,,654,654,654,0,"851,800",0,"851,800","$9,284.62 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,1,1,0,1,3,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,A - Rear Above,0,A - Average,Y - Yes
30258,0304906154,0304906000,0304906000,47,LAGRANGE ST,9J ( 910 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,9,,,,578,578,578,0,"754,700",0,"754,700","$8,226.23 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,0,1,0,1,2,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,A - Rear Above,0,A - Average,Y - Yes
30261,0304906160,0304906000,0304906000,47,LAGRANGE ST,10C ( 1003 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,10,,,,512,512,512,0,"733,000",0,"733,000","$7,989.70 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,1,1,0,1,3,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,F - Front/Street,0,A - Average,N - No
30263,0304906164,0304906000,0304906000,47,LAGRANGE ST,10E ( 1005 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,10,,,,456,456,456,0,"647,800",0,"647,800","$7,061.02 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,0,1,0,1,2,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,M - Middle,0,A - Average,N - No
30264,0304906166,0304906000,0304906000,47,LAGRANGE ST,10F ( 1006 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,10,,,,455,455,455,0,"647,000",0,"647,000","$7,052.30 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,0,1,0,1,2,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,M - Middle,0,A - Average,N - No
30265,0304906168,0304906000,0304906000,47,LAGRANGE ST,10G ( 1007 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,10,,,,654,654,654,0,"852,600",0,"852,600","$9,293.34 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,1,1,0,1,3,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,A - Rear Above,0,A - Average,Y - Yes
30268,0304906174,0304906000,0304906000,47,LAGRANGE ST,10J ( 1010 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,10,,,,578,578,578,0,"755,500",0,"755,500","$8,234.95 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,0,1,0,1,2,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,A - Rear Above,0,A - Average,Y - Yes
30269,0304906176,0304906000,0304906000,47,LAGRANGE ST,11A ( 1101 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,11,,,,537,537,537,0,"721,100",0,"721,100","$7,859.99 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,0,1,0,1,2,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,F - Front/Street,0,A - Average,Y - Yes
30270,0304906178,0304906000,0304906000,47,LAGRANGE ST,11B ( 1102 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,11,,,,570,570,570,0,"779,900",0,"779,900","$8,500.91 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,1,1,0,1,3,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,F - Front/Street,0,A - Average,N - No
30271,0304906180,0304906000,0304906000,47,LAGRANGE ST,11C ( 1103 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,11,,,,512,512,512,0,"733,900",0,"733,900","$7,999.51 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,1,1,0,1,3,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,F - Front/Street,0,A - Average,N - No
30273,0304906184,0304906000,0304906000,47,LAGRANGE ST,11E ( 1105 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,11,,,,456,456,456,0,"648,700",0,"648,700","$7,070.83 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,0,1,0,1,2,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,M - Middle,0,A - Average,N - No
30274,0304906186,0304906000,0304906000,47,LAGRANGE ST,11F ( 1106 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,11,,,,455,455,455,0,"647,900",0,"647,900","$7,062.11 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,0,1,0,1,2,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,M - Middle,0,A - Average,N - No
30275,0304906188,0304906000,0304906000,47,LAGRANGE ST,11G ( 1107 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,11,,,,654,654,654,0,"853,500",0,"853,500","$9,303.15 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,1,1,0,1,3,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,A - Rear Above,0,A - Average,Y - Yes
30278,0304906194,0304906000,0304906000,47,LAGRANGE ST,11J ( 1110 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,11,,,,578,578,578,0,"756,400",0,"756,400","$8,244.76 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,0,1,0,1,2,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,A - Rear Above,0,A - Average,Y - Yes
30279,0304906196,0304906000,0304906000,47,LAGRANGE ST,12A ( 1201 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,12,,,,537,537,537,0,"787,600",0,"787,600","$8,584.84 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,0,1,0,1,2,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,F - Front/Street,0,A - Average,Y - Yes
30280,0304906198,0304906000,0304906000,47,LAGRANGE ST,12B ( 1202 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,12,,,,570,570,570,0,"851,800",0,"851,800","$9,284.62 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,1,1,0,1,3,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,F - Front/Street,0,A - Average,N - No
30281,0304906200,0304906000,0304906000,47,LAGRANGE ST,12C ( 1203 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,12,,,,512,512,512,0,"801,500",0,"801,500","$8,736.35 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,1,1,0,1,3,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,F - Front/Street,0,A - Average,N - No
30282,0304906202,0304906000,0304906000,47,LAGRANGE ST,12D ( 1204 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,12,,,,"1,043",1043,1043,0,"1,377,100",0,"1,377,100","$15,010.39 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,2,2,0,1,4,,M - Modern,M - Modern,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,F - Front/Street,0,A - Average,Y - Yes
30283,0304906204,0304906000,0304906000,47,LAGRANGE ST,12E ( 1205 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,12,,,,456,456,456,0,"708,600",0,"708,600","$7,723.74 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,0,1,0,1,2,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,M - Middle,0,A - Average,N - No
30284,0304906206,0304906000,0304906000,47,LAGRANGE ST,12F ( 1206 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,12,,,,455,455,455,0,"707,700",0,"707,700","$7,713.93 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,0,1,0,1,2,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,M - Middle,0,A - Average,N - No
30285,0304906208,0304906000,0304906000,47,LAGRANGE ST,12G ( 1207 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,12,,,,654,654,654,0,"932,100",0,"932,100","$10,159.89 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,1,1,0,1,3,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,A - Rear Above,0,A - Average,Y - Yes
30288,0304906214,0304906000,0304906000,47,LAGRANGE ST,12J ( 1210 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,12,,,,578,578,578,0,"826,100",0,"826,100","$9,004.49 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,0,1,0,1,2,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,A - Rear Above,0,A - Average,Y - Yes
30289,0304906216,0304906000,0304906000,47,LAGRANGE ST,14A ( 1401 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,14,,,,537,537,537,0,"789,500",0,"789,500","$8,605.55 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,0,1,0,1,2,A - Average,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,F - Front/Street,0,A - Average,Y - Yes
30290,0304906218,0304906000,0304906000,47,LAGRANGE ST,14B ( 1402 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,14,,,,570,570,570,0,"853,700",0,"853,700","$9,305.33 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,1,1,0,1,3,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,F - Front/Street,0,A - Average,N - No
30291,0304906220,0304906000,0304906000,47,LAGRANGE ST,14C ( 1403 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,14,,,,512,512,512,0,"803,400",0,"803,400","$8,757.06 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,1,1,0,1,3,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,F - Front/Street,0,A - Average,N - No
30292,0304906222,0304906000,0304906000,47,LAGRANGE ST,14D ( 1404 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,14,,,,"1,043",1043,1043,0,"1,379,000",0,"1,379,000","$15,031.10 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,2,2,0,1,4,,M - Modern,M - Modern,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,F - Front/Street,0,A - Average,Y - Yes
30293,0304906224,0304906000,0304906000,47,LAGRANGE ST,14E ( 1405 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,14,,,,456,456,456,0,"710,500",0,"710,500","$7,744.45 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,0,1,0,1,2,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,M - Middle,0,A - Average,N - No
30294,0304906226,0304906000,0304906000,47,LAGRANGE ST,14F ( 1406 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,14,,,,455,455,455,0,"709,600",0,"709,600","$7,734.64 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,0,1,0,1,2,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,M - Middle,0,A - Average,N - No
30295,0304906228,0304906000,0304906000,47,LAGRANGE ST,14G ( 1407 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,14,,,,654,654,654,0,"934,000",0,"934,000","$10,180.60 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,1,1,0,1,3,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,A - Rear Above,0,A - Average,Y - Yes
30298,0304906234,0304906000,0304906000,47,LAGRANGE ST,14J ( 1410 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,14,,,,578,578,578,0,"828,100",0,"828,100","$9,026.29 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,0,1,0,1,2,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,A - Rear Above,0,A - Average,Y - Yes
30299,0304906236,0304906000,0304906000,47,LAGRANGE ST,15A ( 1501 ),BOSTON,02116,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,PARKER CONDOMINIUM TRUST,C/O FORTIS PROPERTY GROUP LLC,MAIN,BROOKLYN,NY,11201,1,15,,,,537,537,537,0,"790,400",0,"790,400","$8,615.36 ",2020,,,F - Flat,R - Rubber Roof,N - Normal,G - Glass,E - Excellent,E - Excellent,G - Good,0,1,0,1,2,,M - Modern,,,O - One Person,M - Modern,,,E - Electric,Y - Self Contained,C - Central AC,0,F - Front/Street,0,A - Average,Y - Yes
